algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,pendigits,10992,10,16,1,0.5952731932160809,0.6912134019257945,1,9,9,1,1,0.07555311564298274,0.8488937687140345,1.407899066526713,0.6912134019257946,5.004423278850235e7,0.376425106
kmeans,pendigits,10992,10,16,2,0.5238061581118523,0.66877593051322,2,9,9,2,2,0.09442256380998242,0.8111548723800351,1.4921790626716973,0.66877593051322,5.2594533241943136e7,0.300354476
kmeans,pendigits,10992,10,16,3,0.5122690088039735,0.6693936160559968,2,9,9,2,2,0.09861421287259378,0.8027715742548124,1.4804185510274386,0.6693936160559967,5.062442303040196e7,0.192591105
kmeans,pendigits,10992,10,16,4,0.5260815075147883,0.6694923245808058,2,9,9,2,2,0.0937127068501329,0.8125745862997342,1.4867766801074753,0.6694923245808058,5.146186830772194e7,0.251811976
kmeans,pendigits,10992,10,16,5,0.5242000463196983,0.6696927843150863,2,9,9,2,2,0.09436543423049452,0.8112691315390109,1.4879258901832513,0.6696927843150863,5.2594692704046965e7,0.293212234
kmeans_hg,pendigits,10992,10,16,1,0.5318963265957062,0.6820397471344971,1,9,9,1,1,0.09351072539567573,0.8129785492086485,1.429022411333491,0.682039747134497,4.930151488324315e7,58.133347749
kmeans_hg,pendigits,10992,10,16,2,0.5318963265957062,0.6820397471344971,1,9,9,1,1,0.09351072539567573,0.8129785492086485,1.4290224113334908,0.682039747134497,4.930151488324315e7,58.923955494
kmeans_hg,pendigits,10992,10,16,3,0.5318963265957062,0.6820397471344977,1,9,9,1,1,0.09351072539567573,0.8129785492086485,1.4290224113334913,0.6820397471344977,4.930151488324315e7,55.892216957
kmeans_hg,pendigits,10992,10,16,4,0.5319284639273119,0.681984522113616,1,9,9,1,1,0.09347609338168307,0.8130478132366339,1.4293613273592145,0.681984522113616,4.93015137026722e7,54.373789541
kmeans_hg,pendigits,10992,10,16,5,0.5317950730758745,0.6818873425914274,1,9,9,1,1,0.09350767936767637,0.8129846412646472,1.4297802480167292,0.6818873425914276,4.930150924652162e7,60.288103143
gmm,pendigits,10992,10,16,1,0.2669229995372774,0.4746151187524011,3,5,2,5,2,0.1692839662251118,0.6614320675497763,2.270350234652402,0.4746151187524011,-42.89697422103818,29.577811547
gmm,pendigits,10992,10,16,2,0.21546219967938693,0.4300451698752429,2,6,3,6,3,0.1954070334375737,0.6091859331248526,2.4236771184355006,0.43004516987524277,-40.542077548170894,30.62723819
gmm,pendigits,10992,10,16,3,0.29232243662897944,0.4635651086927992,3,6,2,6,2,0.16543852142092702,0.669122957158146,2.2826558245964415,0.46356510869279915,-43.47687574483802,29.927359859
gmm,pendigits,10992,10,16,4,0.3978965536799261,0.5937534285385475,2,5,3,5,3,0.12246812166153676,0.7550637566769265,1.8108184950326913,0.5937534285385475,-51.090351406239215,1.452965656
gmm,pendigits,10992,10,16,5,0.22127235932866965,0.4168407180365828,4,7,4,7,4,0.2265631983929686,0.5468736032140628,2.337127998481007,0.41684071803658274,-55.69941890466685,29.046079505
gmm_ms,pendigits,10992,10,16,1,0.2631697776005076,0.43172136227169566,3,5,3,5,3,0.1865522631524509,0.6268954736950981,2.356381193567359,0.4317213622716957,-35.420289349300134,4156.469866009
gmm_ms,pendigits,10992,10,16,2,0.19403499057918625,0.3747004340743129,3,6,4,6,4,0.2317957613063593,0.5364084773872814,2.5300709000331336,0.3747004340743129,-34.3925731156846,4308.04088964
gmm_ms,pendigits,10992,10,16,3,0.2211800834108579,0.4389700444112167,4,5,3,5,3,0.22801234621366137,0.5439753075726772,2.274758438461716,0.4389700444112167,-35.99129439928197,4358.498740065
gmm_ms,pendigits,10992,10,16,4,0.2697984613307129,0.4741938278198162,3,5,2,5,2,0.18642202890097853,0.6271559421980429,2.227746818931339,0.4741938278198162,-35.829735507335094,4348.912955706
gmm_ms,pendigits,10992,10,16,5,0.2801472111247517,0.43812512477080123,4,7,3,7,3,0.16639606680972405,0.667207866380552,2.41610222857672,0.4381251247708013,-35.42395866944936,4349.971356572
gmm_rs,pendigits,10992,10,16,1,0.2968383360443292,0.456192416718643,3,6,4,6,4,0.1702260000474121,0.6595479999051759,2.273705698048724,0.456192416718643,-36.965105607275994,4717.917719088
gmm_rs,pendigits,10992,10,16,2,0.26071555487569037,0.44588992022826907,3,6,5,6,5,0.17743622974838352,0.645127540503233,2.3523113252632726,0.445889920228269,-34.250040861785045,5121.328481735
gmm_rs,pendigits,10992,10,16,3,0.25775740204997394,0.4091454225467182,3,7,4,7,4,0.1926726770096534,0.6146546459806932,2.393038344787555,0.40914542254671826,-35.87426168471805,4688.493317065
gmm_rs,pendigits,10992,10,16,4,0.2057248036172781,0.4088987080785416,4,6,3,6,3,0.23116756769499247,0.5376648646100151,2.395471906793245,0.4088987080785417,-33.51918971588636,5222.81289317
