algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,human_activity_recognition,10299,6,561,6,0.579897385598751,0.6567546154175169,1,5,5,1,1,0.13162496887820152,0.736750062243597,1.1762450420652075,0.6567546154175167,187297.67570237123,2.942720528
kmeans,human_activity_recognition,10299,6,561,7,0.46084469888992424,0.5884066911944608,2,5,5,2,2,0.15701837641431285,0.6859632471713744,1.4469516833265963,0.5884066911944607,182169.4729520421,2.305195973
kmeans,human_activity_recognition,10299,6,561,8,0.4608531823483289,0.5885892370089261,2,5,5,2,2,0.15715447034428032,0.6856910593114394,1.445656272572657,0.5885892370089258,182168.7143710446,2.98444467
kmeans,human_activity_recognition,10299,6,561,9,0.41547790853936356,0.6085257895863664,2,5,5,2,2,0.172848568904534,0.654302862190932,1.3711055594857422,0.6085257895863663,183134.22774013667,3.489295256
kmeans,human_activity_recognition,10299,6,561,10,0.46084469888992424,0.5884066911944598,2,5,5,2,2,0.15701837641431285,0.6859632471713744,1.4469516833265963,0.5884066911944597,182169.4729520421,2.714307168
kmeans_hg,human_activity_recognition,10299,6,561,6,0.46118898035009703,0.5887363498307825,2,5,5,2,2,0.15708869569723494,0.6858226086055301,1.44505033346595,0.5887363498307824,182168.656356119,588.190719471
kmeans_hg,human_activity_recognition,10299,6,561,7,0.46093177420473846,0.5885871200188589,2,5,5,2,2,0.1571212813021932,0.6857574373956137,1.4457106470999028,0.588587120018859,182168.65924165692,573.154945862
kmeans_hg,human_activity_recognition,10299,6,561,8,0.4612163547939237,0.5887508233630663,2,5,5,2,2,0.15707973842735345,0.6858405231452931,1.4450023743185338,0.5887508233630661,182168.66221672122,617.238263957
kmeans_hg,human_activity_recognition,10299,6,561,9,0.4609083305598973,0.5885582970707403,2,5,5,2,2,0.1571244493471197,0.6857511013057607,1.445822801850304,0.58855829707074,182168.6606580527,591.978520485
kmeans_hg,human_activity_recognition,10299,6,561,10,0.4610348741359019,0.5886858232644717,2,5,5,2,2,0.15713308604102644,0.6857338279179471,1.4452150794455338,0.5886858232644717,182168.66885464726,548.18446388
gmm,human_activity_recognition,10299,6,561,6,0.26779155330330306,0.42562420379429045,1,5,5,5,5,0.23510751580755418,0.5297849683848916,1.9590662180151814,0.42562420379429033,1814.53149871756,48.337831554
gmm,human_activity_recognition,10299,6,561,7,0.35261550160672767,0.5392538835580409,1,5,5,5,5,0.2150296350802593,0.5699407298394814,1.5497928961146537,0.5392538835580407,1807.4942662706044,44.329156552
gmm,human_activity_recognition,10299,6,561,8,0.31483150580809194,0.5056400244145095,2,5,5,5,5,0.2466004096470664,0.5067991807058672,1.5865510577016222,0.5056400244145094,1814.0920836970474,44.291442367
gmm,human_activity_recognition,10299,6,561,9,0.38449971862844246,0.611913602476815,3,5,5,5,5,0.22639622198573772,0.5472075560285246,1.246688659109262,0.6119136024768149,1784.4923139357418,40.263888927
gmm,human_activity_recognition,10299,6,561,10,0.30965837629579057,0.4575150755122626,1,5,5,5,5,0.21297466765275835,0.5740506646944833,1.8744616476663551,0.45751507551226245,1818.9877587635997,62.597259897
gmm_ms,human_activity_recognition,10299,6,561,6,0.28245847384383516,0.450484115827055,2,5,5,5,5,0.20807045867689886,0.5838590826462023,1.9401091520866136,0.450484115827055,1824.6984875439855,11169.369575616
gmm_ms,human_activity_recognition,10299,6,561,7,0.304147805579851,0.4736581863522427,3,5,5,5,5,0.2370476981787004,0.5259046036425992,1.721372784592125,0.4736581863522428,1831.4199717658094,10515.902644534
gmm_ms,human_activity_recognition,10299,6,561,8,0.28189167192501297,0.45559919921299874,1,5,5,5,5,0.21582692638676124,0.5683461472264776,1.89334208566054,0.45559919921299874,1824.7389937559942,10485.247144707
gmm_ms,human_activity_recognition,10299,6,561,9,0.271629885793961,0.43624219413213267,2,5,5,5,5,0.23565952877858612,0.5286809424428278,1.8972342096019603,0.43624219413213267,1829.6359085469292,10332.472230451
