algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,shuttle,58000,7,9,1,0.3130870054201243,0.3042628822447138,3,6,6,3,3,0.34521935336578335,0.3095612932684333,1.1723418716334522,0.3042628822447133,9.892406915753894e8,1.942312743
kmeans,shuttle,58000,7,9,2,0.24724297126657344,0.24460185388732913,3,6,6,3,3,0.3837640327924798,0.23247193441504044,1.2670248790515788,0.24460185388732922,8.544392030076065e8,1.748345491
kmeans,shuttle,58000,7,9,3,0.27053619725292005,0.22635028555147838,4,6,6,4,4,0.35665230791731845,0.2866953841653631,1.1379563258500465,0.2263502855514783,6.824608193095268e8,1.694305159
kmeans,shuttle,58000,7,9,4,0.37291490664354604,0.3108751563445641,3,6,6,3,3,0.33298604732186227,0.33402790535627547,1.244478300402728,0.3108751563445634,8.39486986131249e8,1.340456308
kmeans,shuttle,58000,7,9,5,0.2476085710693434,0.22384457863508725,3,6,6,3,3,0.3736644270323329,0.2526711459353342,1.2550282333616123,0.22384457863508678,8.552936937858939e8,1.494009365
kmeans_hg,shuttle,58000,7,9,1,0.886538696612934,0.2522166304680562,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.25221663046805637,5.692182607551856e8,447.019582339
kmeans_hg,shuttle,58000,7,9,2,0.886538696612934,0.2522166304680599,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.2522166304680601,5.692182607551856e8,404.66410953
kmeans_hg,shuttle,58000,7,9,3,0.886538696612934,0.2522166304680533,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.2522166304680524,5.692182607551856e8,440.976846069
kmeans_hg,shuttle,58000,7,9,4,0.886538696612934,0.2522166304680673,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414054,0.25221663046806747,5.692182607551856e8,428.819831967
kmeans_hg,shuttle,58000,7,9,5,0.886538696612934,0.2522166304680599,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.2522166304680601,5.692182607551856e8,413.996798542
gmm,shuttle,58000,7,9,1,0.15738831594691477,0.2671572869200172,5,4,4,4,4,0.4797768784360729,0.040446243127854165,1.6007697174118225,0.2671572869200168,-14.244170105634334,4.663615721
gmm,shuttle,58000,7,9,2,0.15755179338520428,0.3204781562878796,4,4,3,4,3,0.43794285870564953,0.124114282588701,1.201672540957222,0.3204781562878789,-17.95198270622317,1.795862035
gmm,shuttle,58000,7,9,3,0.2664887786166544,0.4165196326770177,4,4,4,4,4,0.4160636301101505,0.16787273977969894,1.2807198175128394,0.4165196326770176,-15.794156381894645,2.008985779
gmm,shuttle,58000,7,9,4,0.10922420346109092,0.27291474173877583,4,4,3,4,3,0.4728863410843588,0.054227317831282464,1.3426854549445253,0.27291474173877583,-16.34850123834166,1.574303866
gmm,shuttle,58000,7,9,5,0.35973947539976975,0.39884257663078665,4,4,4,4,4,0.3522356586409635,0.29552868271807303,1.226852555076725,0.3988425766307867,-17.95881572466728,0.994013077
gmm_ms,shuttle,58000,7,9,1,0.15866090407702454,0.25483585705428236,4,4,4,4,4,0.47788879891508235,0.04422240216983527,1.5846395031859928,0.25483585705428147,-9.765536271148887,672.74531691
gmm_ms,shuttle,58000,7,9,2,0.1657081830881446,0.25231784291918075,4,4,4,4,4,0.47251667121490204,0.05496665757019592,1.5848788804743268,0.25231784291918,-9.765583898945666,491.599788509
gmm_ms,shuttle,58000,7,9,3,0.16651878176473084,0.28109200544685387,4,4,4,4,4,0.4721486678426679,0.05570266431466416,1.54459849915056,0.28109200544685337,-9.806490403745546,645.315673723
