algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,mice_protein,1047,8,74,6,0.4492321966536592,0.644836945547329,1,7,7,1,1,0.13401852876560727,0.7319629424687855,1.4353198378955891,0.6448369455473291,4048.2582966424134,0.038384722
kmeans,mice_protein,1047,8,74,7,0.4997845430983999,0.649146823348808,1,7,7,1,1,0.11300245991004071,0.7739950801799186,1.4429187554157572,0.649146823348808,3993.8481377225125,0.023302127
kmeans,mice_protein,1047,8,74,8,0.534706958115372,0.6737528471609731,2,7,7,2,2,0.10847892823162235,0.7830421435367553,1.3209689783782095,0.6737528471609731,3782.979700260751,0.087530931
kmeans,mice_protein,1047,8,74,9,0.5719395763683071,0.7042209134823664,2,7,7,2,2,0.09553107211535827,0.8089378557692835,1.2211552434320192,0.7042209134823663,3776.8058729208788,0.060618011
kmeans,mice_protein,1047,8,74,10,0.601051795517384,0.7371822291706268,1,7,7,1,1,0.08885078189345504,0.82229843621309,1.085518168313448,0.7371822291706268,3703.058401021414,0.039774688
kmeans_hg,mice_protein,1047,8,74,6,0.567913615330364,0.716848049857006,2,7,7,2,2,0.0966286266324069,0.8067427467351862,1.1675213583978707,0.7168480498570059,3677.6420191884863,6.416466063
kmeans_hg,mice_protein,1047,8,74,7,0.567913615330364,0.7168480498570062,2,7,7,2,2,0.0966286266324069,0.8067427467351862,1.1675213583978705,0.7168480498570061,3677.6420191884863,6.802941371
kmeans_hg,mice_protein,1047,8,74,8,0.567713770925652,0.7167427879967173,2,7,7,2,2,0.0966614984815032,0.8066770030369936,1.1679942391289373,0.7167427879967173,3677.69377321729,6.317862583
kmeans_hg,mice_protein,1047,8,74,9,0.567913615330364,0.7168480498570062,2,7,7,2,2,0.0966286266324069,0.8067427467351862,1.1675213583978705,0.7168480498570061,3677.6420191884863,6.764593697
kmeans_hg,mice_protein,1047,8,74,10,0.567713770925652,0.7167427879967175,2,7,7,2,2,0.0966614984815032,0.8066770030369936,1.1679942391289373,0.7167427879967175,3677.69377321729,7.165677154
gmm,mice_protein,1047,8,74,6,0.299683769752171,0.46763515028197056,3,7,7,7,7,0.17495311195969182,0.6500937760806164,2.115143629964531,0.46763515028197056,181.9527212583512,0.294726628
gmm,mice_protein,1047,8,74,7,0.26473339842682925,0.4207736676377658,2,7,7,7,7,0.17430480604695928,0.6513903879060815,2.3465062865267123,0.42077366763776564,179.67670792432554,0.359187949
gmm,mice_protein,1047,8,74,8,0.35019496837352065,0.5115502824792015,2,7,7,7,7,0.16979405786541168,0.6604118842691766,1.928125258162952,0.5115502824792015,180.994985064901,0.319674998
gmm,mice_protein,1047,8,74,9,0.19028998859604138,0.36033969511152203,3,7,7,7,7,0.19425071359305746,0.6114985728138851,2.597163984043344,0.3603396951115221,177.266467469993,0.660586199
gmm,mice_protein,1047,8,74,10,0.3291505004216024,0.48648407106915226,2,7,7,7,7,0.15470770534404957,0.6905845893119009,2.0988938201274405,0.48648407106915226,184.47592909965257,0.318249881
gmm_ms,mice_protein,1047,8,74,6,0.44943020616939783,0.6072333307821586,2,7,7,7,7,0.13248450914111337,0.7350309817177733,1.5794226355604042,0.6072333307821584,191.51277975415147,325.022380033
gmm_ms,mice_protein,1047,8,74,7,0.44422604408674576,0.5594026671078738,2,7,7,7,7,0.12993694083615026,0.7401261183276995,1.7872617201006131,0.5594026671078737,190.49624790210405,351.214007361
gmm_ms,mice_protein,1047,8,74,8,0.47333223800024776,0.5847309927042535,3,7,7,7,7,0.12438707698039195,0.7512258460392162,1.6870654612496383,0.5847309927042535,191.7324934556523,564.588763081
gmm_ms,mice_protein,1047,8,74,9,0.6250939936709997,0.7385675580240957,1,7,7,7,7,0.0876673953259883,0.8246652093480233,1.0659900581761457,0.7385675580240957,190.50665655533086,404.547532631
gmm_ms,mice_protein,1047,8,74,10,0.5563779606431847,0.7025766524596282,2,7,7,7,7,0.10871998845832855,0.7825600230833429,1.1910578425224183,0.7025766524596281,190.29057528100603,339.166386571
gmm_rs,mice_protein,1047,8,74,6,0.3578013285763313,0.5153210218737307,3,7,7,7,7,0.18157313712491852,0.636853725750163,1.8326894637181546,0.5153210218737306,182.29691817153082,58.159194758
gmm_rs,mice_protein,1047,8,74,7,0.2696545125119605,0.41677595940061657,3,7,7,7,7,0.196403819708865,0.60719236058227,2.254193982316718,0.4167759594006166,181.30337976618708,176.423255985
gmm_rs,mice_protein,1047,8,74,8,0.3414262211199129,0.4998802604184443,2,7,7,7,7,0.17681402386131,0.64637195227738,1.9393903604024179,0.49988026041844436,183.89830820951707,335.278702413
gmm_rs,mice_protein,1047,8,74,9,0.1578141864304423,0.32930413048247903,4,7,7,7,7,0.22586612756834148,0.548267744863317,2.6109319166230422,0.3293041304824788,180.52914001312953,121.083967835
gmm_rs,mice_protein,1047,8,74,10,0.3478777504486391,0.5623382542743833,2,7,7,7,7,0.1590796612738572,0.6818406774522856,1.7554646084579384,0.5623382542743831,188.7125334636131,352.566299879
gmm_hg,mice_protein,1047,8,74,6,0.405755637413674,0.6015602529140206,3,7,7,7,7,0.16739076045370457,0.6652184790925909,1.5165668655364295,0.6015602529140205,194.06149015176922,368.340636632
gmm_hg,mice_protein,1047,8,74,7,0.6473857242568334,0.7917874618845578,1,7,7,7,7,0.08241520432593534,0.8351695913481293,0.8460111447732084,0.7917874618845578,193.92512006018381,348.601239389
