algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,letter_recognition,20000,26,16,1,0.13448641991018848,0.3556597138259144,14,25,25,14,14,0.06816310315515776,0.8636737936896844,4.1571685733038,0.3556597138259144,618464.4850740129,1.615750701
kmeans,letter_recognition,20000,26,16,2,0.13697408336631978,0.35428205384420297,13,25,25,13,13,0.06793758687934397,0.864124826241312,4.161094692641906,0.354282053844203,627838.7269637213,1.402363447
kmeans,letter_recognition,20000,26,16,3,0.12852390252816648,0.3550268658136046,14,25,25,14,14,0.06955800790039501,0.86088398419921,4.149978862735519,0.3550268658136045,613993.7110324638,3.497640407
kmeans,letter_recognition,20000,26,16,4,0.13231659395843212,0.35271909831011844,16,25,25,16,16,0.0686298414920746,0.8627403170158507,4.16964952126816,0.35271909831011844,623354.1771145246,2.121708771
kmeans,letter_recognition,20000,26,16,5,0.1354036398064087,0.35262826301582084,15,25,25,15,15,0.06910631531576579,0.8617873693684684,4.160720968510161,0.3526282630158209,615765.2483078479,1.390469053
kmeans_hg,letter_recognition,20000,26,16,1,0.12705943832527947,0.3589225121732575,14,25,25,14,14,0.07126824841242062,0.8574635031751587,4.106748309643589,0.35892251217325755,611078.4363274839,325.299914713
kmeans_hg,letter_recognition,20000,26,16,2,0.12792860949473014,0.36139031704944025,14,25,25,14,14,0.07100349517475874,0.8579930096504825,4.092731616642106,0.36139031704944036,611115.6198298949,286.182538786
kmeans_hg,letter_recognition,20000,26,16,3,0.12891990189783545,0.3628483405345207,14,25,25,14,14,0.07053973698684934,0.8589205260263013,4.088828738068175,0.36284834053452075,610797.6111317041,281.51685159
kmeans_hg,letter_recognition,20000,26,16,4,0.12843756514417684,0.36192419609430954,14,25,25,14,14,0.0706486424321216,0.8587027151357568,4.094211717148331,0.3619241960943094,610794.2775036703,288.824979935
kmeans_hg,letter_recognition,20000,26,16,5,0.12865126928323525,0.3622348127681035,14,25,25,14,14,0.07065203260163008,0.8586959347967399,4.091967556386124,0.3622348127681035,610792.9838249108,288.468172031
gmm,letter_recognition,20000,26,16,1,0.14439671870124393,0.4371835618514066,9,12,11,12,11,0.08518374918745937,0.8296325016250813,3.5226233606615054,0.43718356185140655,-22.11467965544453,3.751550505
gmm,letter_recognition,20000,26,16,2,0.19615631486385365,0.46791906838672526,12,12,12,12,12,0.06754741737086854,0.8649051652582629,3.392080033840011,0.46791906838672526,-20.98517227813695,7.139713342
gmm,letter_recognition,20000,26,16,3,0.14294696698282974,0.42539689350862653,12,12,13,12,13,0.08806913345667283,0.8238617330866543,3.5632892143309327,0.42539689350862653,-20.769606280683256,7.061281763
gmm,letter_recognition,20000,26,16,4,0.17784644725608048,0.4424654863958963,12,11,12,11,12,0.0734338416920846,0.8531323166158308,3.5343178679090714,0.4424654863958963,-20.428463853609315,7.58748216
gmm,letter_recognition,20000,26,16,5,0.18463944447513098,0.4580803876048935,10,14,13,14,13,0.07198414420721036,0.8560317115855792,3.433968662409694,0.4580803876048936,-20.982690610734327,7.381185769
gmm_ms,letter_recognition,20000,26,16,1,0.09905816046050236,0.39539393616051627,9,12,10,12,10,0.11619440472023601,0.767611190559528,3.655942520902837,0.39539393616051627,-9.855544459955425,4024.322455337
gmm_ms,letter_recognition,20000,26,16,2,0.06913785696921909,0.3312320996602175,14,16,13,16,13,0.13822183609180458,0.7235563278163908,3.950192193510593,0.33123209966021744,-7.218748837176923,2853.476127554
gmm_ms,letter_recognition,20000,26,16,3,0.10813842137209997,0.37156558487518626,14,14,15,14,15,0.10841798589929497,0.7831640282014101,3.820010052545285,0.3715655848751863,-9.766631030750307,3462.916402086
gmm_ms,letter_recognition,20000,26,16,4,0.08303971055457723,0.35228097883365894,14,14,15,14,15,0.127974403720186,0.7440511925596279,3.8527314531245493,0.352280978833659,-8.120746076557742,3817.487583907
gmm_ms,letter_recognition,20000,26,16,5,0.08036109062596115,0.3625872024858565,14,15,15,15,15,0.1369710385519276,0.7260579228961448,3.779666560444638,0.3625872024858564,-9.527730220539574,2890.970649453
gmm_rs,letter_recognition,20000,26,16,1,0.057487541978964246,0.26305624966483193,13,21,18,21,18,0.15968186409320467,0.6806362718135907,4.127246246916102,0.26305624966483193,-9.271286836244471,13159.298682968
gmm_rs,letter_recognition,20000,26,16,2,0.09620656212844134,0.3591239738622626,11,15,14,15,14,0.12257420371018551,0.754851592579629,3.801835030512744,0.35912397386226247,-3.750882325936683,19865.356374128
gmm_rs,letter_recognition,20000,26,16,3,0.07227525441322956,0.34668894451813587,13,18,17,18,17,0.13900638531926596,0.7219872293614681,3.8448440628106373,0.3466889445181359,-8.804812792438991,17182.343934288
gmm_rs,letter_recognition,20000,26,16,4,0.06341113523895998,0.3056310106637672,12,20,19,20,19,0.13751785589279464,0.7249642882144107,4.044773628763607,0.30563101066376713,-11.630730567980388,4432.497039531
gmm_rs,letter_recognition,20000,26,16,5,0.11372617900048927,0.3791830255599493,14,19,15,19,15,0.1077656432821641,0.7844687134356718,3.750730929603168,0.37918302555994937,-9.504011919869127,12116.594046072
gmm_hg,letter_recognition,20000,26,16,1,0.09300024377924937,0.3401127526678406,11,17,16,17,16,0.11392347617380869,0.7721530476523826,3.976905520676145,0.3401127526678406,-6.191923529053973,15468.098267678
gmm_hg,letter_recognition,20000,26,16,2,0.07209761304573929,0.2680088297290883,13,19,17,19,17,0.12646851342567128,0.7470629731486574,4.293545200766211,0.26800882972908835,-2.6416053734528706,17767.342615825
gmm_hg,letter_recognition,20000,26,16,3,0.0998335284808966,0.3658626576078578,11,16,15,16,15,0.11064261713085655,0.7787147657382869,3.831630779749677,0.36586265760785786,-6.612127602341495,15207.172357998
gmm_hg,letter_recognition,20000,26,16,4,0.0807385110809463,0.32016319553432915,11,19,18,19,18,0.10803868693434672,0.7839226261313066,4.112028613417101,0.32016319553432915,-4.189464298020646,19014.815910566
gmm_hg,letter_recognition,20000,26,16,5,0.06593663857550733,0.31314906084834543,13,17,17,17,17,0.1355242762138107,0.7289514475723786,4.037203353970668,0.31314906084834543,-5.142106975519197,15041.765251616
gmm_shrunk,letter_recognition,20000,26,16,1,0.2102519684874326,0.509152485467042,14,12,12,12,12,0.06722697634881744,0.8655460473023652,3.1321868797824712,0.5091524854670418,-24.523938063887744,5.035380782
gmm_shrunk,letter_recognition,20000,26,16,2,0.21145538998385774,0.4901341588332443,10,12,11,12,11,0.06762562128106406,0.8647487574378719,3.2411716843957334,0.4901341588332442,-24.416996534320038,3.180588319
gmm_shrunk,letter_recognition,20000,26,16,3,0.19011950231210586,0.4598305646072126,10,12,11,12,11,0.06756214310715536,0.8648757137856893,3.448064128119318,0.4598305646072126,-24.7531707185217,4.056464916
gmm_shrunk,letter_recognition,20000,26,16,4,0.2415584993818898,0.5144019861657164,12,11,11,11,11,0.06335151257562878,0.8732969748487425,3.0992221153570334,0.5144019861657163,-24.601337869462988,5.292276945
gmm_shrunk,letter_recognition,20000,26,16,5,0.25092683799929594,0.5194940083986629,11,9,10,9,10,0.0629224811240562,0.8741550377518876,3.0660959975040014,0.5194940083986629,-24.423387058434578,5.370036179
gmm_ms_shrunk,letter_recognition,20000,26,16,1,0.2159511648786953,0.5116501971722863,10,10,10,10,10,0.06640310515525777,0.8671937896894845,3.115267244926654,0.5116501971722863,-24.370565617728328,900.9811922
gmm_ms_shrunk,letter_recognition,20000,26,16,2,0.24977365676459312,0.5413162410651531,9,9,9,9,9,0.06514436721836092,0.8697112655632782,2.9148313192702626,0.541316241065153,-24.24903482281462,922.646017131
gmm_ms_shrunk,letter_recognition,20000,26,16,3,0.23405481314973153,0.5081786246838824,12,10,10,10,10,0.06547513875693785,0.8690497224861243,3.131842850546665,0.5081786246838824,-24.360753545549734,899.251658306
gmm_ms_shrunk,letter_recognition,20000,26,16,4,0.27934135634645657,0.5307712566339539,12,11,11,11,11,0.05782229111455573,0.8843554177708886,3.0162492012732707,0.5307712566339539,-24.284344830095076,906.483491432
gmm_ms_shrunk,letter_recognition,20000,26,16,5,0.2848255486152796,0.5497225399491598,11,9,9,9,9,0.057074393719685985,0.885851212560628,2.8964344127003443,0.5497225399491598,-24.32317868638261,876.014755843
gmm_rs_shrunk,letter_recognition,20000,26,16,1,0.2531964736661154,0.5359264622779922,10,9,10,9,10,0.06423480674033702,0.871530386519326,2.9513633662563206,0.5359264622779923,-24.09621198454329,309.088972876
gmm_rs_shrunk,letter_recognition,20000,26,16,2,0.21334314162067994,0.5029231463288052,11,9,8,9,8,0.06652066103305165,0.8669586779338967,3.176043795782065,0.5029231463288053,-24.172743296217483,293.320433857
gmm_rs_shrunk,letter_recognition,20000,26,16,3,0.25068633499399245,0.5191379720690363,10,11,10,11,10,0.06143869193459673,0.8771226161308066,3.0820891370207626,0.5191379720690362,-24.205273137238823,301.806231963
gmm_rs_shrunk,letter_recognition,20000,26,16,4,0.23107753385915844,0.5322270567018309,8,11,9,11,9,0.06649397469873494,0.8670120506025302,2.9773214789004663,0.5322270567018309,-24.13146246970176,295.908211382
gmm_rs_shrunk,letter_recognition,20000,26,16,5,0.24798860326252914,0.5216483136124501,10,11,11,11,11,0.06134994249712486,0.8773001150057503,3.063281794228301,0.5216483136124501,-24.163140409462102,296.658889678
gmm_hg_shrunk,letter_recognition,20000,26,16,1,0.23439451834837272,0.5365939154396547,9,10,9,10,9,0.06762901645082255,0.8647419670983549,2.942647405716173,0.5365939154396548,-24.14010846524999,657.380573575
gmm_hg_shrunk,letter_recognition,20000,26,16,2,0.2441011765376474,0.5421411032385591,11,11,11,11,11,0.06397842392119606,0.8720431521576079,2.9264051297705866,0.5421411032385591,-24.1195069839298,673.944455988
gmm_hg_shrunk,letter_recognition,20000,26,16,3,0.23568347039312837,0.5355231129672439,11,10,10,10,10,0.06688932946647333,0.8662213410670534,2.9516792234407645,0.5355231129672439,-24.10367429172926,685.87797741
gmm_hg_shrunk,letter_recognition,20000,26,16,4,0.2797162887961836,0.5484104731249084,10,8,8,8,8,0.059824551227561376,0.8803508975448773,2.8882579829200905,0.5484104731249084,-24.175715926365793,698.752743205
gmm_hg_shrunk,letter_recognition,20000,26,16,5,0.25363176858815456,0.5367590423817971,13,10,10,10,10,0.063575198759938,0.872849602480124,2.952029085109065,0.5367590423817971,-24.149517247558304,656.796935198
