algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,pendigits,10992,10,16,6,0.5318107053359094,0.6819285923853616,1,9,9,1,1,0.09350052782367789,0.8129989443526442,1.4296071876594119,0.6819285923853616,4.930154405209619e7,0.215641607
kmeans,pendigits,10992,10,16,7,0.5310701350696199,0.6811602664234367,1,9,9,1,1,0.09372033847463129,0.8125593230507374,1.432810878487565,0.6811602664234369,4.930221825092156e7,0.294004828
kmeans,pendigits,10992,10,16,8,0.5378526241026983,0.672522405806964,2,9,9,2,2,0.0897174603754799,0.8205650792490402,1.4819659631881519,0.672522405806964,5.236117881416885e7,0.395936654
kmeans,pendigits,10992,10,16,9,0.5766256602770333,0.684052522617643,1,9,9,1,1,0.0784599037428665,0.843080192514267,1.4447097129144222,0.6840525226176432,5.026674972677623e7,0.49451931
kmeans,pendigits,10992,10,16,10,0.5342733531227037,0.6710366491899928,2,9,9,2,2,0.09077916667825482,0.8184416666434904,1.4866287559302878,0.671036649189993,5.238688230678721e7,0.299886704
kmeans_hg,pendigits,10992,10,16,6,0.5318963265957062,0.6820397471344971,1,9,9,1,1,0.09351072539567573,0.8129785492086485,1.429022411333491,0.682039747134497,4.930151488324315e7,57.780358249
kmeans_hg,pendigits,10992,10,16,7,0.5317950730758745,0.6818873425914274,1,9,9,1,1,0.09350767936767637,0.8129846412646472,1.429780248016729,0.6818873425914276,4.930150924652162e7,71.394913876
kmeans_hg,pendigits,10992,10,16,8,0.5317950730758745,0.6818873425914268,1,9,9,1,1,0.09350767936767637,0.8129846412646472,1.429780248016729,0.6818873425914269,4.930150924652162e7,59.902829286
kmeans_hg,pendigits,10992,10,16,9,0.5318963265957062,0.6820397471344977,1,9,9,1,1,0.09351072539567573,0.8129785492086485,1.429022411333491,0.6820397471344977,4.930151488324315e7,53.158049637
kmeans_hg,pendigits,10992,10,16,10,0.5319284639273119,0.681984522113616,1,9,9,1,1,0.09347609338168307,0.8130478132366339,1.4293613273592145,0.681984522113616,4.93015137026722e7,63.999670937
gmm,pendigits,10992,10,16,6,0.3821818498070796,0.5583600137363568,2,6,2,6,2,0.13548158099977792,0.7290368380004442,1.9342558192198975,0.5583600137363568,-38.369258443149214,27.689877743
gmm,pendigits,10992,10,16,7,0.35664646064406197,0.544711639190216,2,5,3,5,3,0.13866948106410207,0.7226610378717958,1.998023433729332,0.5447116391902161,-42.861270160133955,28.130031941
gmm,pendigits,10992,10,16,8,0.19475918230382264,0.3810631385619308,4,5,5,5,5,0.23861580144241346,0.5227683971151731,2.483280827636866,0.38106313856193086,-52.80063962099725,27.508995151
gmm,pendigits,10992,10,16,9,0.31762830770707257,0.5002814454711901,2,4,3,4,3,0.14962281565027996,0.7007543686994401,2.1946729756587304,0.50028144547119,-46.161610729646036,3.561067257
gmm,pendigits,10992,10,16,10,0.334463247999802,0.5216891798323106,3,6,3,6,3,0.14602148350304345,0.7079570329939131,2.0884613934935747,0.5216891798323107,-43.58547008903763,27.88579471
gmm_ms,pendigits,10992,10,16,6,0.22810738226490213,0.44664353892298947,3,7,4,7,4,0.21549168123131576,0.5690166375373684,2.2869724641929166,0.44664353892298947,-35.299462762264255,4232.794546049
gmm_ms,pendigits,10992,10,16,7,0.22279078584057949,0.4391966381774278,4,7,3,7,3,0.22625487083053397,0.5474902583389321,2.2771503961046005,0.4391966381774278,-35.70774189925908,4334.153164985
gmm_ms,pendigits,10992,10,16,8,0.24367759394762376,0.46449819403310133,2,5,3,5,3,0.21703802052148793,0.5659239589570241,2.176930263366931,0.4644981940331014,-37.30260112923236,4445.180864891
gmm_ms,pendigits,10992,10,16,9,0.19955738714025623,0.40720379585412225,4,7,4,7,4,0.23715504891722314,0.5256899021655538,2.3961910972168443,0.40720379585412225,-34.63372930289926,4465.620134451
gmm_ms,pendigits,10992,10,16,10,0.24198589676305737,0.4436353374229084,4,5,4,5,4,0.19615973344341414,0.6076805331131717,2.3357892470544765,0.4436353374229085,-35.299515307377995,4067.036539355
gmm_rs,pendigits,10992,10,16,6,0.23030897638305667,0.4423314581088656,5,6,3,6,3,0.22114328820311763,0.5577134235937647,2.2508942138932935,0.44233145810886565,-33.738964714296024,4786.772252365
gmm_rs,pendigits,10992,10,16,7,0.21581482002651362,0.423385028133174,3,6,4,6,4,0.22387054275053944,0.5522589144989211,2.3523931141745287,0.4233850281331741,-34.473603678824816,4714.896363454
gmm_rs,pendigits,10992,10,16,8,0.25512602914995924,0.4265992879984335,4,6,3,6,3,0.18811533904211955,0.623769321915761,2.385660829933607,0.42659928799843355,-35.896292721496835,4929.803904568
gmm_rs,pendigits,10992,10,16,9,0.21187890092069817,0.4122373868966761,4,7,5,7,5,0.23102750007052217,0.5379449998589556,2.3524415415833904,0.4122373868966761,-34.71902753528584,4751.769974839
gmm_rs,pendigits,10992,10,16,10,0.2308935707541687,0.4264486220398832,3,7,4,7,4,0.20334584323789068,0.5933083135242186,2.386821819494539,0.4264486220398833,-35.245399005762614,4519.468304203
gmm_hg,pendigits,10992,10,16,6,0.22810738226490213,0.44664353892298947,3,7,4,7,4,0.21549168123131576,0.5690166375373684,2.2869724641929166,0.44664353892298947,-35.299462762264255,4497.921957702
