algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,mice_protein,1047,8,74,1,0.45557798975208613,0.622773564798837,3,7,7,3,3,0.12638678113375007,0.7472264377324999,1.539625944176087,0.622773564798837,3888.287172456597,0.051588969
kmeans,mice_protein,1047,8,74,2,0.47372368798904496,0.6284050721760346,2,7,7,2,2,0.12032375118932176,0.7593524976213565,1.5226905359362828,0.6284050721760345,3848.2896884903694,0.029706285
kmeans,mice_protein,1047,8,74,3,0.48021628658541987,0.6578488693568358,2,7,7,2,2,0.11491815822681942,0.7701636835463612,1.4163381092362946,0.657848869356836,3793.40225490709,0.05482651
kmeans,mice_protein,1047,8,74,4,0.47780135017466263,0.6436722063099956,1,7,7,1,1,0.119100187917404,0.761799624165192,1.4614665599581207,0.6436722063099957,3901.11088934082,0.048063418
kmeans,mice_protein,1047,8,74,5,0.5969980580134485,0.7375503060345121,2,7,7,2,2,0.08982963251098924,0.8203407349780215,1.0838350125658691,0.7375503060345121,3694.8763153680957,0.031585957
kmeans_hg,mice_protein,1047,8,74,1,0.567713770925652,0.7167427879967168,2,7,7,2,2,0.0966614984815032,0.8066770030369936,1.1679942391289375,0.7167427879967168,3677.69377321729,7.976574163
kmeans_hg,mice_protein,1047,8,74,2,0.567913615330364,0.7168480498570063,2,7,7,2,2,0.0966286266324069,0.8067427467351862,1.1675213583978705,0.7168480498570062,3677.6420191884863,7.935295124
kmeans_hg,mice_protein,1047,8,74,3,0.567713770925652,0.7167427879967175,2,7,7,2,2,0.0966614984815032,0.8066770030369936,1.1679942391289373,0.7167427879967175,3677.69377321729,8.703352614
kmeans_hg,mice_protein,1047,8,74,4,0.567713770925652,0.7167427879967168,2,7,7,2,2,0.0966614984815032,0.8066770030369936,1.1679942391289373,0.7167427879967168,3677.69377321729,7.790900315
kmeans_hg,mice_protein,1047,8,74,5,0.567095109378817,0.7164564944304261,2,7,7,2,2,0.09678385480869497,0.8064322903826101,1.1692303996767672,0.7164564944304261,3677.6718855588924,7.445893992
